content,label
"Good looking app but got on the company's website to see what other integrations/platform downloads were available. No downloads available on their site, site is very sparse and lacking real support info. Get on their Facebook and see copious complaints about everything from people being double billed to glitches on various apps they've created. The clencher for me was that they were blatantly ignoring these comments and replies and continued posting links about their apps. Nope. Uninstalling.",Bugs
I can't get a refund and the app doesn't work. Google play is zero help and I can't reach a developer! I've been robbed.,Praises
Anything that calls itself a to do list that doesn't include a reminder unless you upgrade is useless. Uninstalled.,Complaints
Ufff me ayuda demasiado xq soy de las personas q se olvidan las cosas y esta app es la unica q encontre q tenia alarma,Other
"2 bad , not as expected, no sound alarm :(",Complaints
It syncs EVERYTHING. terrible. you have to get the pro version in order to be able to do anything actually worth while!!!,Other
"Omg just what I've been looking for and you can also have it on a desk top so whenever I'm working and can't reach my phone for booking clients this comes in handy, can't wait to see what is coming soon 😍😍 Edit: I went on the computer to see if there is a major difference and OMG there is I totally love the desktop site I cannot wait for more features to come I totally recommend this app to anyone🥰🥰🥰 so in love",Praises
Can't assign to multiple people. Verry bad !!!,Complaints
"Very user unfriendly with hardly any explanation regarding what the buttons do or the stats mean. Trying to edit tasks for each day will only let me invent new tasks, not pick from a list. Utterly confusing. Could have been so much easier.",Other
"Missing one key feature that is a deal breaker for me. I MUST have the option to create recurring tasks based on date of completion. Ex: If I have a recurring task set up to complete every 10 days, but I actually go 15 days before completing it, I don't want to be reminded again in 5 days. I want the next due date to advance 10 days from whenever I last completed it. It's unfortunate because I love everything about this app, but won't subscribe to the paid version until this feature is added.",Praises
Yeah.. Too many bugs.,Bugs
Couldn't get the rest of my calendars to appear. Feedback help wasn't clear as well. Uninstalling,Complaints
Serviceable but not awesome by any means. I've spent enough time trying to set up tasks in here that I feel like I can't bail even though I don't love it. It's really tricky to figure out how to make tasks show up like I want and have only been able to really get things set up right by using the website in addition to the app. Nothing is intuitive or easy to figure out in this app.,Praises
Perfect and awesome,Other
"You win, take my money. I have been using this app for many years and never bought the upgrade. I recently upgraded to the S10, and between Bixby, Google, and many planning apps, I just couldn't separate myself from this one. I simply have not found an app that's easier to add and complete tasks. Also the task widget is just hands down better than every other one out there. So fine, if you want to add fullscreen ads (and have the audacity to include sound) then take my money you can have it.",Other
